Long,Lat,esrignss_speed,esrignss_direction,esrisnsr_azimuth,esrignss_positionsourcetype,esrignss_receiver,esrignss_h_rms,esrignss_v_rms,esrignss_latitude,esrignss_longitude,esrignss_altitude,esrignss_pdop,esrignss_hdop,esrignss_vdop,esrignss_fixtype,esrignss_correctionage,esrignss_stationid,esrignss_numsats,esrignss_avg_h_rms,esrignss_avg_v_rms,esrignss_avg_positions,esrignss_h_stddev,Stand_ID,DBH,GlobalID,Creator,Editor,ofage,notes1,notes2,CreationDate,EditDate,esrignss_fixdatetime
-151.4125534,59.70643257,0.047497072,,291.3976135,2,iPhone 14 Pro,6.748263718,3.459950615,59.70643257,-151.4125534,402.7008739,,,,,,,,,,,,3,97,{5B793896-DEBA-4F6D-944F-B85DDB2112BF},,yutingpu_umich,Y,,,2025-08-07T20:54:51.790,2025-10-28T16:18:56.737,2025-08-07T20:54:11.998
-151.4125158,59.70637291,0,,205.2285767,2,iPhone 13 Pro,4.85490075,6,59.70637291,-151.4125158,399.8083153,,,,,,,,,,,,3,164,{49A62E39-9590-4ABE-B009-59ADE66B00A6},,yutingpu_umich,Y,,,2025-08-07T20:55:47.937,2025-10-28T16:18:56.737,2025-08-07T20:55:27.027
-151.4125627,59.70639281,0,,201.6691742,2,iPhone 13 Pro,3.508765137,6,59.70639281,-151.4125627,405.1565819,,,,,,,,,,,,3,309,{2BF79F04-5232-4B26-BC62-16FFC6EAA501},,yutingpu_umich,Y,,,2025-08-07T20:57:02.345,2025-10-28T16:18:56.737,2025-08-07T20:56:43.999
-151.4125641,59.70643011,0,,313.0667114,2,iPhone 14 Pro,4.74865153,3.777955059,59.70643011,-151.4125641,400.0542545,,,,,,,,,,,,3,179,{B4EC9C23-F1ED-453E-8259-05B989D489D2},,yutingpu_umich,Y,,,2025-08-07T20:57:20.982,2025-10-28T16:18:56.737,2025-08-07T20:57:11.999
-151.412611,59.70638902,0,,215.4158936,2,iPhone 13 Pro,4.74865153,5.86489877,59.70638902,-151.412611,404.0112013,,,,,,,,,,,,3,315,{7DC0111C-8363-4DCC-BBC8-F7964608FF9E},,yutingpu_umich,Y,Core of 3.1,,2025-08-07T20:57:56.591,2025-10-28T16:18:56.737,2025-08-07T20:57:20.999
-151.412573,59.70641689,0,,98.82507324,2,iPhone 14 Pro,4.74865153,3.328438442,59.70641689,-151.412573,402.6360953,,,,,,,,,,,,3,201,{0D7CF533-BA85-4BAA-AE3C-5D27B007A03D},,yutingpu_umich,Y,,,2025-08-07T20:58:41.098,2025-10-28T16:18:56.737,2025-08-07T20:58:29.998
-151.4125867,59.70636242,0.755999976,,164.368042,2,iPhone 13 Pro,4.649710149,5.372485918,59.70636242,-151.4125867,401.7273827,,,,,,,,,,,,3,271,{AC80307E-EDD3-47CE-A308-D9360EDEF440},,yutingpu_umich,Y,,,2025-08-07T21:01:51.405,2025-10-28T16:18:56.737,2025-08-07T21:01:33
-151.4126263,59.70640349,0.683999991,,222.971283,2,iPhone 13 Pro,3.46254034,3,59.70640349,-151.4126263,399.601284,,,,,,,,,,,,3,251,{4B19E7B6-AE55-4C03-BCCC-64645D29A7C6},,yutingpu_umich,Y,,,2025-08-07T21:03:10.467,2025-10-28T16:18:56.737,2025-08-07T21:02:52
-151.4126291,59.70638133,0.157780519,,107.8191757,2,iPhone 13 Pro,4.74865153,4.945959663,59.70638133,-151.4126291,402.0970674,,,,,,,,,,,,3,,{C05251F9-5552-4DD5-A8D0-7FE275A458CD},,yutingpu_umich,N,,,2025-08-07T21:03:39.897,2025-10-28T16:18:56.737,2025-08-07T21:03:22.999
-151.4125764,59.70641427,0,,66.41670227,2,iPhone 14 Pro,4.74865153,3.592648193,59.70641427,-151.4125764,401.1526848,,,,,,,,,,,,3,253,{D68A2C08-E2F8-4A23-8766-92AC65662AD2},,yutingpu_umich,Y,,,2025-08-07T21:03:47.883,2025-10-28T16:18:56.737,2025-08-07T20:59:33.999
-151.4126454,59.70638695,0.665000159,,23.38764763,2,iPhone 13 Pro,4.74865153,3.758957622,59.70638695,-151.4126454,403.4480029,,,,,,,,,,,,3,,{FBE80C80-7DDF-4280-9EEF-5ACF30216135},,yutingpu_umich,N,,,2025-08-07T21:04:25.777,2025-10-28T16:18:56.737,2025-08-07T21:04:09.999
-151.4126646,59.70637547,1.619999957,218.671875,311.6517639,2,iPhone 13 Pro,4.171298593,6,59.70637547,-151.4126646,397.6028709,,,,,,,,,,,,3,109,{0C95607E-0FA6-40F2-AFF5-A0ECFF09E2CF},,yutingpu_umich,Y,,,2025-08-07T21:05:31.208,2025-10-28T16:18:56.737,2025-08-07T21:05:08.999
-151.4126279,59.70637396,1.080000043,188.0859375,9.846860886,2,iPhone 13 Pro,3.535533906,3,59.70637396,-151.4126279,397.9513206,,,,,,,,,,,,3,,{602A57E7-C7DE-48A4-AC43-79465AE869A7},,yutingpu_umich,N,,,2025-08-07T21:06:21.799,2025-10-28T16:18:56.737,2025-08-07T21:06:05.999
-151.4126525,59.70639994,0,,337.9701233,2,iPhone 13 Pro,4.74865153,4.029364438,59.70639994,-151.4126525,398.5661279,,,,,,,,,,,,3,109,{2F0F4E9D-7D02-4A3C-9C49-ED2CC5673C27},,yutingpu_umich,Y,,,2025-08-07T21:07:20.577,2025-10-28T16:18:56.737,2025-08-07T21:06:30.999
-151.412523,59.7064186,0.239977938,,271.3643494,2,iPhone 14 Pro,4.748621948,6.188894446,59.7064186,-151.412523,399.8490639,,,,,,,,,,,,3,163,{1FBB9CB8-6AED-4250-8798-4B7EADBBDDBB},,yutingpu_umich,Y,,,2025-08-07T21:07:33.555,2025-10-28T16:18:56.737,2025-08-07T21:06:08.001
-151.412707,59.7063804,0,,49.68769836,2,iPhone 13 Pro,4.74865153,3.3483003,59.7063804,-151.412707,399.7613435,,,,,,,,,,,,3,146,{C58143E4-A743-4DC3-9B68-E0CE4E30FB30},,yutingpu_umich,Y,,,2025-08-07T21:08:52.952,2025-10-28T16:18:56.737,2025-08-07T21:08:09.998
-151.4125906,59.7064256,0,,354.9632568,2,iPhone 14 Pro,4.639634625,3,59.7064256,-151.4125906,404.8742973,,,,,,,,,,,,3,,{BC9A8941-4690-4203-9850-38A774BB66A5},,yutingpu_umich,Y,,,2025-08-07T21:09:05.805,2025-10-28T16:18:56.737,2025-08-07T21:08:25
-151.4126123,59.70642224,0,,357.8357239,2,iPhone 14 Pro,4.74865153,4.000602702,59.70642224,-151.4126123,401.9157878,,,,,,,,,,,,3,,{926170BD-DCA8-4B27-964F-2B908A44DE64},,yutingpu_umich,Y,,,2025-08-07T21:09:22.569,2025-10-28T16:18:56.737,2025-08-07T21:09:12.999
-151.4126543,59.70640048,0,,326.204834,2,iPhone 13 Pro,4.74865153,4.029364438,59.70640048,-151.4126543,403.694912,,,,,,,,,,,,3,302,{7460D4A1-511C-4E96-BD7D-6E2964AD09D2},,yutingpu_umich,Y,,,2025-08-07T21:11:19.974,2025-10-28T16:18:56.737,2025-08-07T21:09:12.999
-151.4126182,59.7064256,0,,257.7145081,2,iPhone 14 Pro,4.74865153,3,59.7064256,-151.4126182,403.3850237,,,,,,,,,,,,3,175,{A43A026B-0998-45D9-8E78-7A387035967F},,yutingpu_umich,Y,,,2025-08-07T21:11:38.635,2025-10-28T16:18:56.737,2025-08-07T21:11:01.999
-151.4125901,59.7064178,0,326.2372648,179.7365875,2,iPhone 14 Pro,2.502792124,6.375346635,59.7064178,-151.4125901,399.8088079,,,,,,,,,,,,3,202,{EC311268-E409-4B6F-8A16-7CD6D82C5FDD},,yutingpu_umich,Y,,,2025-08-07T21:15:12.339,2025-10-28T16:18:56.737,2025-08-07T21:14:20
-151.4124821,59.7063694,1.224000013,,197.3921509,2,iPhone 13 Pro,4.629102794,5.347692306,59.7063694,-151.4124821,398.887478,,,,,,,,,,,,3,473,{FE49903F-3A61-4FD4-B6F2-DECB70ACDE2A},,yutingpu_umich,Y,Core 5.3,,2025-08-07T21:16:08.740,2025-10-28T16:18:56.737,2025-08-07T21:15:39
-151.4125977,59.70639574,0,,241.5691986,2,iPhone 14 Pro,4.748104099,3.565565645,59.70639574,-151.4125977,403.5106645,,,,,,,,,,,,3,,{D1100D61-57DA-45BB-8FB2-A925EA144741},,yutingpu_umich,Y,,,2025-08-07T21:16:22.031,2025-10-28T16:18:56.737,2025-08-07T21:15:36.998
-151.412601,59.70640095,0,,256.7546387,2,iPhone 14 Pro,3.824623267,4.83430471,59.70640095,-151.412601,398.2068949,,,,,,,,,,,,3,268,{01FB26FD-72F3-4DD2-BFF9-5AEBAF59DB02},,yutingpu_umich,Y,core 3.2,,2025-08-07T21:18:13.864,2025-10-28T16:18:56.737,2025-08-07T21:17:10.999
-151.4134576,59.70314664,0,,176.7564545,2,iPhone 14 Pro,4.638191647,3.775611528,59.70314664,-151.4134576,400.5362709,,,,,,,,,,,,4,289,{14DBEADF-CFAC-4D94-B83B-F89945E9DFFF},,yutingpu_umich,Y,,,2025-08-08T21:53:31.205,2025-10-28T16:15:23.968,2025-08-08T21:50:48.999
-151.413301,59.70313384,0,,351.4290771,2,iPhone 13 Pro,4.74865153,4.076087162,59.70313384,-151.413301,400.0602522,,,,,,,,,,,,4,,{7C4000F3-13A0-4E80-BFF2-731BB56B9CE2},,yutingpu_umich,N,,,2025-08-08T21:54:15.303,2025-10-28T16:15:23.968,2025-08-08T21:49:56.999
-151.4134417,59.70314462,0,,152.1376038,2,iPhone 14 Pro,4.74865153,3.230066985,59.70314462,-151.4134417,402.664356,,,,,,,,,,,,4,,{B4AF4081-A0C1-4DCA-94AE-E3BCBD382E04},,yutingpu_umich,Y,,,2025-08-08T21:54:44.466,2025-10-28T16:15:23.968,2025-08-08T21:53:48.998
-151.4133114,59.70316062,1.161527034,,75.12635803,2,iPhone 13 Pro,4.74865153,5.290086793,59.70316062,-151.4133114,401.3707793,,,,,,,,,,,,4,,{EBC02C18-FDE6-435D-BEE0-6E70C022F8EB},,yutingpu_umich,N,,,2025-08-08T21:55:11.808,2025-10-28T16:15:23.968,2025-08-08T21:54:32.999
-151.4133782,59.70319099,1.210712549,,39.45981598,2,iPhone 13 Pro,4.74865153,3.087602068,59.70319099,-151.4133782,404.1708549,,,,,,,,,,,,4,197,{DF438591-AF80-4A3E-A9BA-C7B04B0C27E3},,yutingpu_umich,Y,,,2025-08-08T21:56:15.055,2025-10-28T16:15:23.968,2025-08-08T21:55:23.999
-151.4134772,59.70311347,0,,223.1377258,2,iPhone 14 Pro,4.161747716,6.773099216,59.70311347,-151.4134772,397.1930431,,,,,,,,,,,,4,292,{8CAA1BCA-4437-4BFB-9219-47B6B11B14BC},,yutingpu_umich,Y,core 4.4,,2025-08-08T21:57:30.048,2025-10-28T16:15:23.968,2025-08-08T21:55:57
-151.4133578,59.70317485,0.51396516,,338.099823,2,iPhone 13 Pro,4.74865153,4.276022507,59.70317485,-151.4133578,402.8802949,,,,,,,,,,,,4,,{E5DF3AF8-57D3-490A-AFB4-DFEB8478D0E9},,yutingpu_umich,N,,,2025-08-08T21:58:42.367,2025-10-28T16:15:23.968,2025-08-08T21:56:25.999
-151.4133379,59.70317933,0,158.3802974,284.2971497,2,iPhone 13 Pro,4.74865153,4.520732844,59.70317933,-151.4133379,403.1500403,,,,,,,,,,,,4,134,{A630BB15-E6FE-4317-B5BF-1D33A60D390C},,yutingpu_umich,Y,,,2025-08-08T22:00:00.159,2025-10-28T16:15:23.968,2025-08-08T21:58:58.999
-151.4134283,59.70315955,0,,79.14063263,2,iPhone 14 Pro,4.74865153,3,59.70315955,-151.4134283,403.2398949,,,,,,,,,,,,4,253,{957F4607-3D57-4598-AC52-2D91C6515E75},,yutingpu_umich,Y,,,2025-08-08T22:01:30.132,2025-10-28T16:15:23.968,2025-08-08T21:58:03.999
-151.4133521,59.70317907,0,162.1482699,263.8025208,2,iPhone 13 Pro,4.74865153,4.08721102,59.70317907,-151.4133521,404.1452095,,,,,,,,,,,,4,151,{D58140AF-A1B5-48D9-9E7B-4E0D809EE622},,yutingpu_umich,Y,,,2025-08-08T22:02:03.832,2025-10-28T16:15:23.968,2025-08-08T22:00:07.999
-151.4134211,59.70318172,0,,347.0147095,2,iPhone 14 Pro,4.74865153,3.115811106,59.70318172,-151.4134211,404.2026865,,,,,,,,,,,,4,89,{3720F92D-D31C-4FE2-AEE4-C81EFFC6DF28},,yutingpu_umich,Y,,,2025-08-08T22:05:44.379,2025-10-28T16:15:23.968,2025-08-08T22:01:42
-151.4132833,59.70315547,,,,1,,,,,,,,,,,,,,,,,,4,,{686273EE-EF9B-4C19-88E6-B7B0C447BE94},,yutingpu_umich,N,,,2025-08-08T22:06:55.341,2025-10-28T16:15:23.968,
-151.4134454,59.70317264,0,,290.5323181,2,iPhone 14 Pro,4.733827801,3.987351703,59.70317264,-151.4134454,404.9562795,,,,,,,,,,,,4,,{25A84ECF-66A7-4ECD-801A-D35A0E1BD769},,yutingpu_umich,Y,,,2025-08-08T22:08:00.699,2025-10-28T16:15:23.968,2025-08-08T22:06:06
-151.413443,59.7031924,0,,51.89741898,2,iPhone 14 Pro,4.707173203,3,59.7031924,-151.413443,403.8428112,,,,,,,,,,,,4,170,{FAA5DB16-8B5C-4D8E-8812-3E14FFC8C86C},,yutingpu_umich,Y,,,2025-08-08T22:12:08.789,2025-10-28T16:15:23.968,2025-08-08T22:09:40.999
-151.4133717,59.70317681,0,,113.7257233,2,iPhone 14 Pro,4.74865153,3.907566068,59.70317681,-151.4133717,403.803926,,,,,,,,,,,,4,,{33EDA868-8E10-4EB7-A041-A78457276757},,yutingpu_umich,Y,,,2025-08-08T22:14:31.959,2025-10-28T16:15:23.968,2025-08-08T22:13:07.999
-151.4133393,59.70311837,0.549424553,,254.5462952,2,iPhone 14 Pro,2.730752803,3,59.70311837,-151.4133393,400.9052518,,,,,,,,,,,,4,210,{A9205CDD-83B1-43D9-AF34-43531FFF4AD2},,yutingpu_umich,Y,,,2025-08-08T22:17:01.278,2025-10-28T16:15:23.968,2025-08-08T22:15:11.999
-151.4406811,59.70538616,,,,1,,,,,,,,,,,,,,,,,,,0,{46D29300-C982-4BB9-9118-B7D02D3F2094},,,Y,offline test,,2025-08-09T19:34:45,2025-08-09T19:34:45,
-151.4133304,59.70311263,0.110500591,,281.1738892,2,iPhone 13 Pro,5.884439879,3.10925506,59.70311263,-151.4133304,400.9884895,,,,,,,,,,,,4,,{E19089D4-FB35-429E-9F3C-D118648DBB96},,yutingpu_umich,N,,,2025-08-09T20:20:54,2025-10-28T16:15:23.968,2025-08-09T20:20:38
-151.4133518,59.70314614,0.097816252,,357.7637939,2,iPhone 13 Pro,4.74865153,3.497661198,59.70314614,-151.4133518,399.7108576,,,,,,,,,,,,4,109,{CC717995-1785-40F9-A9FF-2F258116571B},,yutingpu_umich,Y,,,2025-08-09T20:22:07,2025-10-28T16:15:23.968,2025-08-09T20:21:13
-151.4133716,59.70311322,0.358148982,,278.6121826,2,iPhone 13 Pro,4.74865153,3.529358267,59.70311322,-151.4133716,402.27559,,,,,,,,,,,,4,155,{7F70297C-8FCB-4458-BBF1-7D9F9E9FED52},,yutingpu_umich,Y,,,2025-08-09T20:23:04,2025-10-28T16:15:23.968,2025-08-09T20:22:17.000
-151.4133789,59.70313799,0,60.08474718,292.3589478,2,iPhone 13 Pro,4.74865153,3,59.70313799,-151.4133789,401.8114181,,,,,,,,,,,,4,113,{1EF137F9-92B7-47DB-89CD-4DE124AC38FB},,yutingpu_umich,Y,,,2025-08-09T20:24:42.000,2025-10-28T16:15:23.968,2025-08-09T20:23:49
-151.413366,59.70313069,0.863999981,,94.42723846,2,iPhone 13 Pro,4.906567927,6,59.70313069,-151.413366,400.9208031,,,,,,,,,,,,4,,{BDCB327B-6F28-4880-BB09-A923CED1122B},,yutingpu_umich,N,,,2025-08-09T20:25:59,2025-10-28T16:15:23.968,2025-08-09T20:25:47
-151.4133496,59.70312371,0.397126558,,194.3677521,2,iPhone 13 Pro,5.224395513,3.159958784,59.70312371,-151.4133496,399.7973318,,,,,,,,,,,,4,212,{4D31CD43-B980-4324-9B2A-100823AE337B},,yutingpu_umich,Y,,,2025-08-09T20:27:26.000,2025-10-28T16:15:23.968,2025-08-09T20:26:20
-151.4133361,59.7031082,0,,181.3672791,2,iPhone 13 Pro,4.74865153,4.029364438,59.7031082,-151.4133361,400.2304345,,,,,,,,,,,,4,141,{AE5DA9B1-7FF9-4009-A2AF-B58AFCF6697F},,yutingpu_umich,Y,,,2025-08-09T20:28:16,2025-10-28T16:15:23.968,2025-08-09T20:27:39
-151.4135036,59.7030881,0.683999991,181.7578125,253.8556976,2,iPhone 13 Pro,3.196147697,4,59.7030881,-151.4135036,409.8507347,,,,,,,,,,,,4,,{5EE7EFE2-16AC-4C6C-901F-A3799D3CA24A},,yutingpu_umich,N,,,2025-08-09T20:29:59,2025-10-28T16:15:23.968,2025-08-09T20:29:47
-151.4134419,59.70311292,0.257278652,,140.5081177,2,iPhone 13 Pro,4.74865153,3.79899537,59.70311292,-151.4134419,399.9164213,,,,,,,,,,,,4,121,{D8132648-F3C0-4A91-A3AA-DECB809F821D},,yutingpu_umich,Y,,,2025-08-09T20:31:01,2025-10-28T16:15:23.968,2025-08-09T20:30:32
-151.4135095,59.70315624,,,,1,,,,,,,,,,,,,,,,,,4,292,{04D7CFC2-1F9D-4CD3-AFD2-15A60E70A40C},,yutingpu_umich,Y,4.3,,2025-08-09T20:57:10,2025-10-28T16:15:23.968,
-151.4135141,59.70318225,2.267999983,,125.9231567,2,iPhone 13 Pro,8.690316475,8,59.70318225,-151.4135141,399.6934472,,,,,,,,,,,,4,324,{B714C923-E0A3-4AA3-8130-DF68A8E06470},,yutingpu_umich,Y,4.5,,2025-08-09T21:12:19,2025-10-28T16:15:23.968,2025-08-09T21:10:58
-151.4316592,59.69902315,0,,318.9155273,2,iPhone 13 Pro,4.499523359,5.106512216,59.69902315,-151.4316592,446.305688,,,,,,,,,,,,5,212,{6A0443B5-326D-43D5-B87A-F12C2BFB183C},,yutingpu_umich,Y,,,2025-08-09T23:11:41,2025-10-28T16:23:09.974,2025-08-09T23:11:35
-151.4314996,59.69913478,0.420328524,,350.0345459,2,iPhone 13 Pro,4.74865153,3.850865585,59.69913478,-151.4314996,439.9088847,,,,,,,,,,,,5,99,{9C2E1368-BB6A-4FBE-98C2-280E7F9052CF},,yutingpu_umich,Y,,,2025-08-09T23:12:08,2025-10-28T16:23:09.974,2025-08-09T23:11:52
-151.4315405,59.69907835,0.435122365,,274.17276,2,iPhone 13 Pro,4.74865153,3.278722604,59.69907835,-151.4315405,443.4703869,,,,,,,,,,,,5,,{A383CDB1-58BC-4871-A2EB-29133FB020E9},,yutingpu_umich,N,,,2025-08-09T23:12:55,2025-10-28T16:23:09.974,2025-08-09T23:12:39
-151.4314772,59.69912488,0.629748656,,314.7868347,2,iPhone 13 Pro,4.74865153,3.323257838,59.69912488,-151.4314772,443.6539042,,,,,,,,,,,,5,190,{03602236-8182-4B56-82F0-30610E9C3336},,yutingpu_umich,Y,,,2025-08-09T23:14:07,2025-10-28T16:23:09.974,2025-08-09T23:13:54.000
-151.4314859,59.699054,0.566603348,,347.3084412,2,iPhone 13 Pro,4.74865153,4.608828662,59.699054,-151.4314859,442.8638117,,,,,,,,,,,,5,155,{73293C9C-F803-48D2-994F-5E72651C9B17},,yutingpu_umich,Y,,,2025-08-09T23:16:02,2025-10-28T16:23:09.974,2025-08-09T23:15:38
-151.431571,59.69903161,0.104116816,,338.7259827,2,iPhone 13 Pro,4.74865153,3.279482531,59.69903161,-151.431571,445.8407318,,,,,,,,,,,,5,275,{EA2EABC1-FB6E-43CE-8F7B-8BC6B104DF56},,yutingpu_umich,Y,,,2025-08-09T23:18:24,2025-10-28T16:23:09.974,2025-08-09T23:18:09
-151.4314855,59.69904365,0,,221.0596313,2,iPhone 13 Pro,3.581093474,6,59.69904365,-151.4314855,450.7837763,,,,,,,,,,,,5,110,{E4B9806D-7641-4F63-B278-E9ED9BEF4060},,yutingpu_umich,Y,,,2025-08-09T23:20:29,2025-10-28T16:23:09.974,2025-08-09T23:20:13.000
-151.4315338,59.69905065,2.954166839,312.4881481,256.0570984,2,iPhone 13 Pro,4.748651524,3.447766327,59.69905065,-151.4315338,445.9148778,,,,,,,,,,,,5,220,{F0EB8F0C-D641-4D58-8FCB-4113E6D24376},,yutingpu_umich,Y,,,2025-08-09T23:21:09,2025-10-28T16:23:09.974,2025-08-09T23:20:57
-151.4314941,59.69902818,0,,142.8177185,2,iPhone 13 Pro,5.590816287,3.594211319,59.69902818,-151.4314941,447.3312425,,,,,,,,,,,,5,,{5FDA88C8-3FFD-4757-9D92-55AF76BF5BD2},,yutingpu_umich,N,,,2025-08-09T23:22:08,2025-10-28T16:23:09.974,2025-08-09T23:21:48
-151.4315632,59.69907149,0.398855226,,28.5864563,2,iPhone 13 Pro,4.74865153,3.535270215,59.69907149,-151.4315632,446.1904678,,,,,,,,,,,,5,90,{03A4091E-9587-43D1-9A41-9713548AB157},,yutingpu_umich,Y,,,2025-08-09T23:24:27,2025-10-28T16:23:09.974,2025-08-09T23:24:23
-151.4315526,59.69903055,1.198986161,205.6492641,325.7224121,2,iPhone 14 Pro,3.263889068,3.481215,59.69903055,-151.4315526,442.2392388,,,,,,,,,,,,5,131,{3330F40A-6719-487A-BD6F-E31FCBE8D8CC},,yutingpu_umich,Y,,,2025-08-09T23:18:20,2025-10-28T16:23:09.974,2025-08-09T23:18:09
-151.4315467,59.69902951,2.143949747,349.3688735,261.0534363,2,iPhone 14 Pro,4.74865153,7.506524687,59.69902951,-151.4315467,443.1350981,,,,,,,,,,,,5,187,{914DD36F-D116-4B00-8C36-B58AC0EAD966},,yutingpu_umich,Y,,,2025-08-09T23:18:42,2025-10-28T16:23:09.974,2025-08-09T23:18:28
-151.4315334,59.69902218,0,,254.5049591,2,iPhone 14 Pro,4.74865153,4.145420919,59.69902218,-151.4315334,444.7519821,,,,,,,,,,,,5,112,{C6A47114-7071-48ED-A233-7374D80AF87C},,yutingpu_umich,Y,,,2025-08-09T23:19:02,2025-10-28T16:23:09.974,2025-08-09T23:18:52
-151.4315535,59.69902519,0,,352.9631042,2,iPhone 14 Pro,4.74865153,4.612624803,59.69902519,-151.4315535,445.1573209,,,,,,,,,,,,5,174,{CBB54FB5-ED29-4D9C-81C3-216DE08586CB},,yutingpu_umich,Y,,,2025-08-09T23:19:25,2025-10-28T16:23:09.974,2025-08-09T23:19:11
-151.4315909,59.69903744,0,,58.95226669,2,iPhone 14 Pro,4.74865153,3.536208682,59.69903744,-151.4315909,446.3100916,,,,,,,,,,,,5,227,{95FA5F26-5532-46B0-AC42-3574A1CDE0FF},,yutingpu_umich,Y,,,2025-08-09T23:21:35,2025-10-28T16:23:09.974,2025-08-09T23:20:19
-151.4315273,59.69905487,0.887389219,77.27344448,67.56825256,2,iPhone 14 Pro,4.74865153,6.375250755,59.69905487,-151.4315273,442.8307641,,,,,,,,,,,,5,,{F25E6406-154B-480D-ACF7-B10FDC0D17B4},,yutingpu_umich,Y,,,2025-08-09T23:22:37,2025-10-28T16:23:09.974,2025-08-09T23:22:32
-151.4316088,59.6989846,0.046203185,,329.7415161,2,iPhone 14 Pro,4.672138162,3,59.6989846,-151.4316088,444.896564,,,,,,,,,,,,5,268,{9D198A2D-B492-48C4-93D2-570440CC2F04},,yutingpu_umich,Y,,,2025-08-09T23:25:08,2025-10-28T16:23:09.974,2025-08-09T23:23:58
-151.4316029,59.6990445,0.665647566,99.86600182,78.46179199,2,iPhone 14 Pro,4.74865153,6.987789961,59.6990445,-151.4316029,442.5086573,,,,,,,,,,,,5,,{603DEA69-7C01-4762-975C-C4C77AD49BB1},,yutingpu_umich,Y,,,2025-08-09T23:25:30,2025-10-28T16:23:09.974,2025-08-09T23:25:23
-151.4316672,59.69902378,0.044451259,,334.5965576,2,iPhone 14 Pro,4.74865153,3,59.69902378,-151.4316672,445.2969903,,,,,,,,,,,,5,173,{80E98BD6-AE4B-48B7-84F7-25A63BAE7BF2},,yutingpu_umich,Y,,,2025-08-09T23:26:37,2025-10-28T16:23:09.974,2025-08-09T23:26:08.000
-151.4316978,59.69903778,0,,319.047699,2,iPhone 14 Pro,4.74865153,3,59.69903778,-151.4316978,444.761705,,,,,,,,,,,,5,91,{AD0E33D3-2F90-432A-A7FC-A5D068F22B1C},,yutingpu_umich,Y,,,2025-08-09T23:27:13,2025-10-28T16:23:09.974,2025-08-09T23:26:50
-151.4317428,59.69904678,0,,358.9385376,2,iPhone 14 Pro,4.74865153,3.058817803,59.69904678,-151.4317428,442.021824,,,,,,,,,,,,5,176,{AFE8D3CA-75CA-436E-903C-8C69B9C29464},,yutingpu_umich,Y,,,2025-08-09T23:28:01.000,2025-10-28T16:23:09.974,2025-08-09T23:27:35
-151.4316601,59.69906221,0,,77.88432312,2,iPhone 14 Pro,4.74865153,3.41740113,59.69906221,-151.4316601,444.2181348,,,,,,,,,,,,5,270,{3FA71F33-3B10-49E4-84B0-CBD8B5B4FE0F},,yutingpu_umich,Y,,,2025-08-09T23:29:01,2025-10-28T16:23:09.974,2025-08-09T23:28:28.000
-151.4315854,59.69907082,0.317559519,247.1609409,198.3589478,2,iPhone 14 Pro,2.382513362,3.068245173,59.69907082,-151.4315854,441.6332889,,,,,,,,,,,,5,195,{8BEA926A-D8E7-48F2-BDD9-68CF0825E671},,yutingpu_umich,Y,,,2025-08-09T23:30:27,2025-10-28T16:23:09.974,2025-08-09T23:29:50
-151.4315711,59.69906221,0,,91.15153503,2,iPhone 14 Pro,4.74865153,3.593799998,59.69906221,-151.4315711,445.8814214,,,,,,,,,,,,5,,{312DE147-6DED-4569-A644-2918DFBDB024},,yutingpu_umich,Y,,,2025-08-09T23:30:43,2025-10-28T16:23:09.974,2025-08-09T23:30:35
-151.431583,59.69907818,0.071104748,,129.1388397,2,iPhone 14 Pro,4.734695392,3.339373952,59.69907818,-151.431583,445.6913431,,,,,,,,,,,,5,97,{B6760803-09FB-4824-9848-E8382DF7B8B8},,yutingpu_umich,Y,,,2025-08-09T23:31:33,2025-10-28T16:23:09.974,2025-08-09T23:30:59
-151.4315768,59.69904975,0.055673057,,178.0582886,2,iPhone 14 Pro,4.733815449,3.524329437,59.69904975,-151.4315768,446.3601765,,,,,,,,,,,,5,,{DA43B164-F309-498F-AFB6-828159C2B732},,yutingpu_umich,Y,,,2025-08-09T23:32:19,2025-10-28T16:23:09.974,2025-08-09T23:31:56
-151.4315843,59.69904637,0,,117.5568237,2,iPhone 14 Pro,4.74865153,3.877797093,59.69904637,-151.4315843,444.607119,,,,,,,,,,,,5,96,{7AE98491-EA6A-42CF-85D9-AEE85D79BE7C},,yutingpu_umich,Y,,,2025-08-09T23:33:20,2025-10-28T16:23:09.974,2025-08-09T23:32:42
-151.431572,59.69904802,0,,350.8035583,2,iPhone 14 Pro,4.74865153,3.206845331,59.69904802,-151.431572,444.4859932,,,,,,,,,,,,5,188,{8938705E-BA71-4D2E-B5F9-9D3A2CD7A680},,yutingpu_umich,Y,,,2025-08-09T23:34:25,2025-10-28T16:23:09.974,2025-08-09T23:33:52
-151.431552,59.6990159,0.582630515,244.1458222,313.8407593,2,iPhone 14 Pro,2.18138606,3,59.6990159,-151.431552,440.972923,,,,,,,,,,,,5,,{DD5C97AE-C96B-44A4-B820-CDC639B1178D},,yutingpu_umich,Y,,,2025-08-09T23:37:07.000,2025-10-28T16:23:09.974,2025-08-09T23:37:05
-151.4315634,59.69905513,2.123999906,,26.29251099,2,iPhone 13 Pro,6.124686613,6,59.69905513,-151.4315634,447.3795405,,,,,,,,,,,,5,152,{DAEA6C81-8E92-4590-8328-328B93853BE4},,yutingpu_umich,Y,,,2025-08-09T23:25:22,2025-10-28T16:23:09.974,2025-08-09T23:25:20
